LOAD_ZONE,TIMEPOINT,zone_demand_mw
p69,20305072119,1141.0
p69,20305072119_prm,1141.0
p70,20305072119,8014.0
p70,20305072119_prm,8014.0
p71,20305072119,352.0
p71,20305072119_prm,352.0
p72,20305072119,7624.0
p72,20305072119_prm,7624.0
p73,20305072119,498.0
p73,20305072119_prm,498.0
p74,20305072119,602.0
p74,20305072119_prm,602.0
p75,20305072119,2015.0
p75,20305072119_prm,2015.0
p76,20305072119,2339.0
p76,20305072119_prm,2339.0
p77,20305072119,659.0
p77,20305072119_prm,659.0
p78,20305072119,1716.0
p78,20305072119_prm,1716.0
p79,20305072119,5431.0
p79,20305072119_prm,5431.0
p80,20305072119,20643.0
p80,20305072119_prm,20643.0
p81,20305072119,4882.0
p81,20305072119_prm,4882.0
p82,20305072119,1758.0
p82,20305072119_prm,1758.0
p83,20305072119,2891.0
p83,20305072119_prm,2891.0
p84,20305072119,909.0
p84,20305072119_prm,909.0
p85,20305072119,6178.0
p85,20305072119_prm,6178.0
p86,20305072119,4017.0
p86,20305072119_prm,4017.0
p87,20305072119,6703.0
p87,20305072119_prm,6703.0
p88,20305072119,2674.0
p88,20305072119_prm,2674.0
p89,20305072119,8755.0
p89,20305072119_prm,8755.0
p90,20305072119,8032.0
p90,20305072119_prm,8032.0
p91,20305072119,2520.0
p91,20305072119_prm,2520.0
p92,20305072119,23008.0
p92,20305072119_prm,23008.0
p93,20305072119,2521.0
p93,20305072119_prm,2521.0
p94,20305072119,27095.0
p94,20305072119_prm,27095.0
p95,20305072119,5711.0
p95,20305072119_prm,5711.0
p96,20305072119,10178.0
p96,20305072119_prm,10178.0
p97,20305072119,13203.0
p97,20305072119_prm,13203.0
p98,20305072119,13148.0
p98,20305072119_prm,13148.0
p99,20305072119,33257.0
p99,20305072119_prm,33257.0
p100,20305072119,1113.0
p100,20305072119_prm,1113.0
p101,20305072119,29942.0
p101,20305072119_prm,29942.0
p102,20305072119,16552.0
p102,20305072119_prm,16552.0
p103,20305072119,18396.0
p103,20305072119_prm,18396.0
p104,20305072119,1708.0
p104,20305072119_prm,1708.0
p105,20305072119,12147.0
p105,20305072119_prm,12147.0
p106,20305072119,4045.0
p106,20305072119_prm,4045.0
p107,20305072119,6336.0
p107,20305072119_prm,6336.0
p108,20305072119,1452.0
p108,20305072119_prm,1452.0
p109,20305072119,9544.0
p109,20305072119_prm,9544.0
p110,20305072119,941.0
p110,20305072119_prm,941.0
p111,20305072119,11292.0
p111,20305072119_prm,11292.0
p112,20305072119,11216.0
p112,20305072119_prm,11216.0
p113,20305072119,2762.0
p113,20305072119_prm,2762.0
p114,20305072119,4315.0
p114,20305072119_prm,4315.0
p115,20305072119,5292.0
p115,20305072119_prm,5292.0
p116,20305072119,3449.0
p116,20305072119_prm,3449.0
p117,20305072119,2471.0
p117,20305072119_prm,2471.0
p118,20305072119,5040.0
p118,20305072119_prm,5040.0
p119,20305072119,615.0
p119,20305072119_prm,615.0
p120,20305072119,369.0
p120,20305072119_prm,369.0
p121,20305072119,1132.0
p121,20305072119_prm,1132.0
p122,20305072119,20637.0
p122,20305072119_prm,20637.0
p123,20305072119,12572.0
p123,20305072119_prm,12572.0
p124,20305072119,176.0
p124,20305072119_prm,176.0
p125,20305072119,2206.0
p125,20305072119_prm,2206.0
p126,20305072119,14383.0
p126,20305072119_prm,14383.0
p127,20305072119,21752.0
p127,20305072119_prm,21752.0
p128,20305072119,11440.0
p128,20305072119_prm,11440.0
p129,20305072119,942.0
p129,20305072119_prm,942.0
p130,20305072119,1961.0
p130,20305072119_prm,1961.0
p131,20305072119,9520.0
p131,20305072119_prm,9520.0
p132,20305072119,5220.0
p132,20305072119_prm,5220.0
p133,20305072119,1442.0
p133,20305072119_prm,1442.0
p134,20305072119,1817.0
p134,20305072119_prm,1817.0
p1,20305072120,8021.0
p1,20305072120_prm,8021.0
p2,20305072120,3185.0
p2,20305072120_prm,3185.0
p3,20305072120,1454.0
p3,20305072120_prm,1454.0
p4,20305072120,577.0
p4,20305072120_prm,577.0
p5,20305072120,7903.0
p5,20305072120_prm,7903.0
p6,20305072120,1548.0
p6,20305072120_prm,1548.0
p7,20305072120,207.0
p7,20305072120_prm,207.0
p8,20305072120,250.0
p8,20305072120_prm,250.0
p9,20305072120,20690.0
p9,20305072120_prm,20690.0
p10,20305072120,23369.0
p10,20305072120_prm,23369.0
p11,20305072120,3662.0
p11,20305072120_prm,3662.0
p12,20305072120,2592.0
p12,20305072120_prm,2592.0
p13,20305072120,7032.0
p13,20305072120_prm,7032.0
p14,20305072120,859.0
p14,20305072120_prm,859.0
p15,20305072120,2553.0
p15,20305072120_prm,2553.0
p16,20305072120,1321.0
p16,20305072120_prm,1321.0
p17,20305072120,1091.0
p17,20305072120_prm,1091.0
p18,20305072120,783.0
p18,20305072120_prm,783.0
p19,20305072120,18.0
p19,20305072120_prm,18.0
p20,20305072120,399.0
p20,20305072120_prm,399.0
p21,20305072120,1271.0
p21,20305072120_prm,1271.0
p22,20305072120,199.0
p22,20305072120_prm,199.0
p23,20305072120,301.0
p23,20305072120_prm,301.0
p24,20305072120,1351.0
p24,20305072120_prm,1351.0
p25,20305072120,5538.0
p25,20305072120_prm,5538.0
p26,20305072120,257.0
p26,20305072120_prm,257.0
p27,20305072120,2012.0
p27,20305072120_prm,2012.0
p28,20305072120,16146.0
p28,20305072120_prm,16146.0
p29,20305072120,211.0
p29,20305072120_prm,211.0
p30,20305072120,3154.0
p30,20305072120_prm,3154.0
p31,20305072120,4188.0
p31,20305072120_prm,4188.0
p32,20305072120,458.0
p32,20305072120_prm,458.0
p33,20305072120,8006.0
p33,20305072120_prm,8006.0
p34,20305072120,2481.0
p34,20305072120_prm,2481.0
p35,20305072120,119.0
p35,20305072120_prm,119.0
p36,20305072120,1674.0
p36,20305072120_prm,1674.0
p37,20305072120,3222.0
p37,20305072120_prm,3222.0
p38,20305072120,2049.0
p38,20305072120_prm,2049.0
p39,20305072120,424.0
p39,20305072120_prm,424.0
p40,20305072120,2555.0
p40,20305072120_prm,2555.0
p41,20305072120,5029.0
p41,20305072120_prm,5029.0
p42,20305072120,701.0
p42,20305072120_prm,701.0
p43,20305072120,10429.0
p43,20305072120_prm,10429.0
p44,20305072120,293.0
p44,20305072120_prm,293.0
p45,20305072120,2404.0
p45,20305072120_prm,2404.0
p46,20305072120,1848.0
p46,20305072120_prm,1848.0
p47,20305072120,1304.0
p47,20305072120_prm,1304.0
p48,20305072120,4569.0
p48,20305072120_prm,4569.0
p49,20305072120,145.0
p49,20305072120_prm,145.0
p50,20305072120,10186.0
p50,20305072120_prm,10186.0
p51,20305072120,5199.0
p51,20305072120_prm,5199.0
p52,20305072120,301.0
p52,20305072120_prm,301.0
p53,20305072120,7153.0
p53,20305072120_prm,7153.0
p54,20305072120,4022.0
p54,20305072120_prm,4022.0
p55,20305072120,2228.0
p55,20305072120_prm,2228.0
p56,20305072120,3452.0
p56,20305072120_prm,3452.0
p57,20305072120,2013.0
p57,20305072120_prm,2013.0
p58,20305072120,15963.0
p58,20305072120_prm,15963.0
p59,20305072120,2427.0
p59,20305072120_prm,2427.0
p60,20305072120,729.0
p60,20305072120_prm,729.0
p61,20305072120,1628.0
p61,20305072120_prm,1628.0
p62,20305072120,1391.0
p62,20305072120_prm,1391.0
p63,20305072120,30523.0
p63,20305072120_prm,30523.0
p64,20305072120,10383.0
p64,20305072120_prm,10383.0
p65,20305072120,15684.0
p65,20305072120_prm,15684.0
p66,20305072120,4589.0
p66,20305072120_prm,4589.0
p67,20305072120,22567.0
p67,20305072120_prm,22567.0
p68,20305072120,672.0
p68,20305072120_prm,672.0
p69,20305072120,1108.0
p69,20305072120_prm,1108.0
p70,20305072120,7782.0
p70,20305072120_prm,7782.0
p71,20305072120,336.0
p71,20305072120_prm,336.0
p72,20305072120,7279.0
p72,20305072120_prm,7279.0
p73,20305072120,476.0
p73,20305072120_prm,476.0
p74,20305072120,592.0
p74,20305072120_prm,592.0
p75,20305072120,1983.0
p75,20305072120_prm,1983.0
p76,20305072120,2302.0
p76,20305072120_prm,2302.0
p77,20305072120,649.0
p77,20305072120_prm,649.0
p78,20305072120,1690.0
p78,20305072120_prm,1690.0
p79,20305072120,5344.0
p79,20305072120_prm,5344.0
p80,20305072120,20095.0
p80,20305072120_prm,20095.0
p81,20305072120,4750.0
p81,20305072120_prm,4750.0
p82,20305072120,1710.0
p82,20305072120_prm,1710.0
p83,20305072120,2814.0
p83,20305072120_prm,2814.0
p84,20305072120,870.0
p84,20305072120_prm,870.0
p85,20305072120,5908.0
p85,20305072120_prm,5908.0
p86,20305072120,3868.0
p86,20305072120_prm,3868.0
p87,20305072120,6505.0
p87,20305072120_prm,6505.0
p88,20305072120,2599.0
p88,20305072120_prm,2599.0
p89,20305072120,8540.0
p89,20305072120_prm,8540.0
p90,20305072120,7834.0
p90,20305072120_prm,7834.0
p91,20305072120,2407.0
p91,20305072120_prm,2407.0
p92,20305072120,22190.0
p92,20305072120_prm,22190.0
p93,20305072120,2439.0
p93,20305072120_prm,2439.0
p94,20305072120,26488.0
p94,20305072120_prm,26488.0
p95,20305072120,5557.0
p95,20305072120_prm,5557.0
p96,20305072120,9897.0
p96,20305072120_prm,9897.0
p97,20305072120,12749.0
p97,20305072120_prm,12749.0
p98,20305072120,12700.0
p98,20305072120_prm,12700.0
p99,20305072120,31025.0
p99,20305072120_prm,31025.0
p100,20305072120,1038.0
p100,20305072120_prm,1038.0
p101,20305072120,28625.0
p101,20305072120_prm,28625.0
p102,20305072120,15820.0
p102,20305072120_prm,15820.0
p103,20305072120,18051.0
p103,20305072120_prm,18051.0
p104,20305072120,1675.0
p104,20305072120_prm,1675.0
p105,20305072120,11827.0
p105,20305072120_prm,11827.0
p106,20305072120,3944.0
p106,20305072120_prm,3944.0
p107,20305072120,6176.0
p107,20305072120_prm,6176.0
p108,20305072120,1403.0
p108,20305072120_prm,1403.0
p109,20305072120,9234.0
p109,20305072120_prm,9234.0
p110,20305072120,910.0
p110,20305072120_prm,910.0
p111,20305072120,10736.0
p111,20305072120_prm,10736.0
p112,20305072120,10630.0
p112,20305072120_prm,10630.0
p113,20305072120,2621.0
p113,20305072120_prm,2621.0
p114,20305072120,4093.0
p114,20305072120_prm,4093.0
p115,20305072120,4925.0
p115,20305072120_prm,4925.0
p116,20305072120,3249.0
p116,20305072120_prm,3249.0
p117,20305072120,2324.0
p117,20305072120_prm,2324.0
p118,20305072120,4675.0
p118,20305072120_prm,4675.0
p119,20305072120,572.0
p119,20305072120_prm,572.0
p120,20305072120,344.0
p120,20305072120_prm,344.0
p121,20305072120,1055.0
p121,20305072120_prm,1055.0
p122,20305072120,19221.0
p122,20305072120_prm,19221.0
p123,20305072120,11721.0
p123,20305072120_prm,11721.0
p124,20305072120,163.0
p124,20305072120_prm,163.0
p125,20305072120,2032.0
p125,20305072120_prm,2032.0
p126,20305072120,13309.0
p126,20305072120_prm,13309.0
p127,20305072120,21588.0
p127,20305072120_prm,21588.0
p128,20305072120,11373.0
p128,20305072120_prm,11373.0
p129,20305072120,932.0
p129,20305072120_prm,932.0
p130,20305072120,1954.0
p130,20305072120_prm,1954.0
p131,20305072120,9355.0
p131,20305072120_prm,9355.0
p132,20305072120,5181.0
p132,20305072120_prm,5181.0
p133,20305072120,1431.0
p133,20305072120_prm,1431.0
p134,20305072120,1825.0
p134,20305072120_prm,1825.0
p1,20305072121,7941.0
p1,20305072121_prm,7941.0
p2,20305072121,3151.0
p2,20305072121_prm,3151.0
p3,20305072121,1439.0
p3,20305072121_prm,1439.0
p4,20305072121,570.0
p4,20305072121_prm,570.0
p5,20305072121,7796.0
p5,20305072121_prm,7796.0
p6,20305072121,1525.0
p6,20305072121_prm,1525.0
p7,20305072121,206.0
p7,20305072121_prm,206.0
p8,20305072121,244.0
p8,20305072121_prm,244.0
p9,20305072121,20190.0
p9,20305072121_prm,20190.0
p10,20305072121,22804.0
p10,20305072121_prm,22804.0
p11,20305072121,3530.0
p11,20305072121_prm,3530.0
p12,20305072121,2516.0
p12,20305072121_prm,2516.0
p13,20305072121,6840.0
p13,20305072121_prm,6840.0
p14,20305072121,855.0
p14,20305072121_prm,855.0
p15,20305072121,2539.0
p15,20305072121_prm,2539.0
p16,20305072121,1313.0
p16,20305072121_prm,1313.0
p17,20305072121,1066.0
p17,20305072121_prm,1066.0
p18,20305072121,767.0
p18,20305072121_prm,767.0
p19,20305072121,18.0
p19,20305072121_prm,18.0
p20,20305072121,391.0
p20,20305072121_prm,391.0
p21,20305072121,1258.0
p21,20305072121_prm,1258.0
p22,20305072121,199.0
p22,20305072121_prm,199.0
p23,20305072121,299.0
p23,20305072121_prm,299.0
p24,20305072121,1337.0
p24,20305072121_prm,1337.0
p25,20305072121,5416.0
p25,20305072121_prm,5416.0
p26,20305072121,251.0
p26,20305072121_prm,251.0
p27,20305072121,1927.0
p27,20305072121_prm,1927.0
p28,20305072121,15490.0
p28,20305072121_prm,15490.0
p29,20305072121,202.0
p29,20305072121_prm,202.0
p30,20305072121,3025.0
p30,20305072121_prm,3025.0
p31,20305072121,4166.0
p31,20305072121_prm,4166.0
p32,20305072121,438.0
p32,20305072121_prm,438.0
